"","�..V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","opp","rid","RISN","Q_TotalDuration","isNew","viga","eid","V","uig","cintid","ProjectToken","Field","gc","term","LS","Q35","MascotSupport_1","MascotSupport_2","MascotSupport_3","MascotSupport_4","MascotSupport_5","MascotSupport2_1","MascotSupport2_2","MascotSupport2_3","MascotSupport2_4","MascotSupport2_5","MascotSupport2_6","MascotSupport2_7","MascotSupport2_8","MascotSupport2_9","MascotSupport2_10","Invis1_1","Invis1_2","Invis1_3","Invis2_1","Invis2_2","Invis2_3","Invis2_4","Invis2_5","Invis3_1","Invis3_2","Invis3_3","Invis3_4","Invis3_5","Invis3_6","Invis3_7","Invis3_8","Invis3_9","Invis4_1","Invis4_2","Invis4_3","Invis4_4","Invis4_5","Invis4_6","Invis4_7","Invis5_1","Invis5_2","Invis5_3","Invis5_4","Invis5_5","Invis5_6","Invis5_7","Invis5_8","Invis5_9","Invis5_10","Invis5_11","Invis5_12","Invis5_13","Invis6_1","Invis6_2","Invis6_3","Invis6_4","Invis6_5","Invis6_6","Invis6_7","Invis6_8","Invis6_9","Invis6_10","Identity1_1","Identity1_2","Identity1_3","Identity1_4","Identity1_5","Identity1_6","Identity1_7","Identity2_1","Identity2_2","Identity2_3","Identity2_4","Identity3_1","Identity3_2","Identity3_3","Identity3_4","Identity4_1","Identity4_2","Identity4_3","Identity4_4","Identity5_1","Identity5_2","Identity6_1","Identity6_2","Identity6_3","Identity6_4","Identity7_1","Identity7_2","Identity7_3","Identity7_4","Identity7_5","Identity7_6","Identity7_7","Identity8_1","Identity8_2","Identity8_3","Identity8_4","Identity8_5","Identity8_6","Identity8_7","Identity9_1","Identity9_2","Identity9_3","Identity9_4","Identity9_5","Identity9_6","Identity9_7","Identity9_8","Identity9_9","Identity9_10","Identity9_11","Identity9_12","Identity9_13","Identity9_14","Identity9_15","Identity9_16","Identity9_17","Q29","Q29_TEXT","Q30","Q37","Q31","Q32","Q33","Q34","Q41_1","Q41_2","Q41_3","Q41_4","Q41_5","Q41_6","Q41_7","Q41_7_TEXT","Q26","Tribe","X","ValidResponse","Q28","Q42","Q24","Q25","Q18","Q19","Q20","Q21","Q27","Q40","Q22","Q23","Q38","Q36","LocationLatitude","LocationLongitude","LocationAccuracy","FilterOut","filter_."
"449","R_2S0I2QXJTvMtAHn","Default Response Set","Anonymous",NA,NA,"129.101.212.114",0,"9/25/2019 14:40","9/25/2019 14:52",1,"Qual2790-0826NativeAmerican2","5d8bd060-79bd-1643-7a36-57c067f705a0",NA,734,NA," "," "," "," "," ",NA,NA,1," ","{Invalid Expression}",4,7,7,1,7,7,1,2,7,1,1,6,7,7,5,7,7,7,7,4,1,1,2,7,5,7,5,7,7,7,7,7,7,1,7,7,7,7,7,7,5,4,2,5,7,7,5,4,7,1,7,7,7,7,2,7,7,7,6,7,6,7,7,5,7,5,7,5,6,7,2,3,6,7,1,7,3,7,6,6,2,7,4,7,3,7,7,7,1,2,7,7,2,7,5,3,4,1,2,1,2,5,4,6,4,6,4,5,3,4,5,6,7,5,4,5,7,2,7,2,NA,10,"82834",3,5,6,7,NA,NA,NA,NA,NA,1,NA," ","Seminole","Seminole",NA,NA,1,1,4,1,1,1,2,2,1,NA,3,2," ",1,46.73240662,-117.0001984,-1,0,1
"155","R_4SFDld0ZrbLLWJX","Default Response Set","Anonymous",NA,NA,"107.77.241.31",0,"10/15/2019 19:37","10/15/2019 19:48",1,"Qual2790-0826NativeAmerican2","5da6741f-9e1d-da1c-b696-8d9f63bf2f6e",NA,699,TRUE," "," "," "," "," ",NA,NA,1," ","{Invalid Expression}",4,7,7,7,7,1,1,1,7,2,5,7,7,7,7,7,4,7,6,7,3,7,7,1,2,6,4,4,6,6,6,1,4,1,7,7,7,7,7,7,7,4,4,6,7,7,7,7,7,2,7,7,7,7,1,6,7,4,6,7,7,6,7,7,7,7,7,7,7,7,1,7,1,7,1,7,1,7,7,2,6,1,7,7,5,7,6,7,1,1,1,2,1,1,1,4,4,1,7,1,5,7,7,7,7,4,7,7,6,7,5,7,5,7,7,7,6,4,7,2,NA,6,"41056",3,3,6,2,NA,NA,NA,NA,NA,1,NA," ","Cherokee","Cherokee",NA,NA,1,1,6,1,1,1,4,1,1,NA,4,2," ",1,37.75100708,-97.8219986,-1,0,1
"400","R_2xV51b2qllJsLSc","Default Response Set","Anonymous",NA,NA,"107.242.117.64",0,"10/28/2019 12:33","10/28/2019 12:49",1,"Qual2790-0826NativeAmerican2","5db7344c-f0f4-9fb3-065a-1ad262bd52de",NA,931,FALSE," "," "," "," "," ",NA,2,1," ","{Invalid Expression}",4,2,3,3,3,7,5,5,5,3,2,7,3,5,6,6,7,7,7,7,7,3,7,1,5,7,5,7,7,7,7,6,6,1,7,7,7,7,7,7,6,5,5,6,7,6,5,5,6,2,7,6,7,6,2,5,7,7,7,7,7,7,6,7,6,5,4,7,7,5,3,7,2,7,1,7,1,7,2,7,1,7,6,1,5,7,7,6,1,1,1,2,1,7,5,5,7,5,7,6,7,4,4,7,6,7,5,7,7,7,5,5,6,7,7,3,6,4,3,2,NA,16,"49321",3,4,1,4,NA,NA,NA,NA,NA,1,NA," ","Ojibwe","Ojibwe",NA,NA,0,1,5,1,1,1,3,3,1,NA,3,2," ",1,39.95869446,-82.998703,-1,0,1
"140","R_2zMbCnVBTn4l16W","Default Response Set","Anonymous",NA,NA,"96.38.113.55",0,"9/25/2019 13:25","9/25/2019 13:50",1,"Qual2790-0826NativeAmerican2","5d8bbf2f-15e4-7a08-be28-d13c3bc0832e",NA,1455,NA," "," "," "," "," ",NA,NA,1," ","{Invalid Expression}",4,7,7,1,7,7,2,2,4,2,2,6,6,2,4,6,6,6,6,4,2,5,6,2,4,5,5,7,7,7,6,5,4,2,7,4,6,7,6,6,6,6,6,6,6,6,6,6,7,2,7,6,6,7,2,5,6,6,2,6,6,7,6,6,5,7,6,4,4,6,2,6,2,6,1,7,1,7,4,2,5,4,6,1,6,4,4,6,1,2,2,2,2,4,2,5,4,3,6,1,6,4,1,4,4,2,4,4,5,2,4,4,4,4,5,4,5,4,3,2,NA,24,"37934",4,2,7,1,NA,NA,NA,NA,NA,1,NA," ","Cherokee","Cherokee",NA,NA,0,1,4,1,1,1,3,2,0,1,3,2," ",1,35.87620544,-84.17459869,-1,0,1
"71","R_3FR6A6UFpH3AIau","Default Response Set","Anonymous",NA,NA,"75.130.193.127",0,"10/14/2019 19:10","10/14/2019 19:18",1,"Qual2790-0826NativeAmerican2","5da51c5c-af22-cbe7-7b0c-dd6cfe88fca0",NA,449,TRUE," "," "," "," "," ",NA,NA,1," ","{Invalid Expression}",4,7,7,1,7,7,1,1,6,1,1,6,7,7,6,6,4,3,5,6,5,5,7,5,5,3,4,5,4,5,4,3,6,5,4,4,6,4,5,5,6,6,6,6,5,5,4,6,3,2,5,4,6,4,4,4,5,5,3,5,4,5,4,6,7,3,7,6,4,6,1,6,2,5,1,6,2,6,2,3,1,4,5,1,6,5,6,5,4,3,2,3,2,3,3,4,7,3,3,4,3,4,3,5,6,5,4,5,5,4,3,4,5,6,4,4,4,1,6,2,NA,8,"29673",4,3,1,7,NA,NA,NA,NA,NA,1,NA," ","Cherakee","Cherokee",NA,NA,1,1,4,0,0,1,2,2,1,NA,2,2," ",1,36.73039246,-76.5931015,-1,0,1
"398","R_pm8zjKTIoe9BcTT","Default Response Set","Anonymous",NA,NA,"172.58.59.107",0,"10/17/2019 14:24","10/17/2019 14:50",1,"Qual2790-0826NativeAmerican2"," ",NA,1554,TRUE," "," "," "," ","adf53a7d-90b8-7365-34fb-0cdeb9797db8",NA,NA,1," ","{Invalid Expression}",4,7,7,1,7,4,7,1,7,4,4,1,1,1,4,7,2,5,7,4,2,4,6,2,4,4,4,1,1,7,5,1,6,1,1,4,7,7,7,7,7,1,4,4,4,1,4,4,7,1,7,7,7,2,7,6,2,5,1,7,7,4,7,7,7,7,4,1,7,7,7,7,7,7,1,7,1,7,7,4,7,1,7,1,6,7,4,7,7,1,4,1,1,1,1,1,4,1,7,1,7,1,1,1,5,1,1,4,4,1,1,4,4,4,4,1,4,1,1,1,NA,14,"80216",2,5,1,3,NA,NA,NA,NA,NA,1,NA," ","Oglala","Sioux",NA,NA,1,1,4,1,1,1,1,2,1,NA,2,2," ",1,39.86929321,-105.0036011,-1,0,1
"445","R_1kOhQGnGbdEUaZL","Default Response Set","Anonymous",NA,NA,"73.21.251.73",0,"10/15/2019 0:52","10/15/2019 1:01",1,"Qual2790-0826NativeAmerican2","5da56c39-6584-7ac3-3f56-5bb40a0e2454",NA,557,TRUE," "," "," "," "," ",NA,NA,1," ","{Invalid Expression}",4,7,7,1,7,7,2,2,6,3,2,7,7,6,7,7,2,6,6,4,2,6,6,1,7,6,6,7,7,6,7,5,6,1,6,6,6,6,6,7,5,5,5,4,7,7,4,7,6,5,6,7,7,7,2,7,6,7,6,7,7,7,7,7,7,7,7,5,7,7,2,6,2,7,2,6,6,6,2,5,2,5,6,1,6,4,4,5,2,3,3,3,2,2,2,5,5,4,6,2,5,2,4,3,5,3,4,2,3,2,1,6,1,4,3,4,6,5,6,1,NA,10,"32836",5,4,1,4,NA,NA,NA,NA,NA,1,NA," ","Seminole","Seminole",NA,NA,1,1,4,1,1,2,3,2,1,NA,3,3," ",1,28.39390564,-81.42160034,-1,0,1
"853","R_1C3K3KMVexIvPQH","Default Response Set","Anonymous",NA,NA,"174.241.7.51",0,"9/25/2019 14:15","9/25/2019 14:22",1,"Qual2790-0826NativeAmerican2","5d8bc9f6-8f73-f7fc-061c-db0db487b64a",NA,433,NA," "," "," "," "," ",NA,NA,1," ","{Invalid Expression}",4,6,6,2,6,6,2,2,6,2,2,6,6,6,6,6,2,6,6,6,2,6,6,6,6,6,6,6,6,6,2,2,6,2,6,6,6,6,6,6,6,6,6,6,6,6,2,2,6,2,6,2,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,2,6,2,6,2,6,6,6,2,2,6,2,6,6,6,6,2,2,2,2,2,2,2,6,6,2,6,2,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,NA,18,"46220",5,2,1,6,NA,NA,NA,NA,NA,1,NA," ","Iroqui","Iroquois",NA,NA,1,1,5,1,1,1,3,1,1,NA,2,2,"No",1,39.90859985,-86.1210022,-1,0,1
"632","R_2SIApg5d8lDpbKW","Default Response Set","Anonymous",NA,NA,"66.35.12.160",0,"10/25/2019 11:55","10/25/2019 12:17",1,"Qual2790-0826NativeAmerican2","5db336e0-9359-1a68-f777-dfd7ea891699",NA,1293,TRUE," "," "," "," "," ",NA,2,1," ","{Invalid Expression}",4,2,6,2,6,6,6,5,6,2,2,7,2,7,7,7,2,6,2,6,6,7,7,2,5,3,5,7,7,6,2,7,6,1,2,6,1,5,1,6,6,7,5,2,7,6,2,6,6,5,6,6,7,6,6,5,2,6,2,6,2,6,6,7,7,7,7,6,6,6,1,7,1,7,1,7,1,7,5,2,5,2,6,5,5,7,5,7,2,2,6,2,2,2,1,7,7,6,7,2,2,6,6,6,7,7,7,7,7,6,1,6,1,3,7,7,7,7,7,2,NA,5,"83876",2,3,7,4,NA,NA,NA,NA,NA,1,NA," "," ",NA,NA,NA,1,1,7,1,1,1,1,2,1,NA,1,2,"I’m from the Coeur d’Alene tribe. It wouldn’t let me put that on the question",1,47.32780457,-116.8661957,-1,0,1
"416","R_1H7RsFF7wVjREfC","Default Response Set","Anonymous",NA,NA,"70.176.100.178",0,"9/25/2019 13:43","9/25/2019 13:51",1,"Qual2790-0826NativeAmerican2","5d8bc350-6293-4c61-12bd-1ad10f540bf5",NA,454,NA," "," "," "," "," ",NA,NA,1," ","{Invalid Expression}",4,5,6,6,6,5,6,6,6,6,6,6,6,6,5,6,5,5,5,5,5,5,6,5,5,5,5,5,6,5,4,5,5,5,2,5,5,5,2,5,2,4,5,3,2,5,2,4,6,2,6,4,5,5,5,5,5,6,5,5,5,5,5,5,5,6,6,5,5,5,5,5,5,6,7,6,6,6,6,6,6,7,6,2,6,6,6,6,6,6,5,5,2,6,2,6,5,4,6,2,6,6,4,4,4,5,6,6,4,6,4,4,4,4,5,4,5,6,4,2,NA,14,"85308",5,4,4,2,NA,NA,1,NA,NA,NA,NA," ","Paw paw","Paw paw",NA,NA,1,1,3,1,1,1,2,3,1,NA,2,3," ",1,33.63380432,-112.2065964,-1,0,1
"490","R_3Jbk7W7z3qxoUuC","Default Response Set","Anonymous",NA,NA,"107.77.228.12",0,"10/15/2019 10:43","10/15/2019 11:11",1,"Qual2790-0826NativeAmerican2","5da5f708-9772-b310-52da-213f19fb4e9a",NA,1724,TRUE," "," "," "," "," ",NA,NA,1," ","{Invalid Expression}",4,6,6,1,6,7,2,2,7,2,1,6,5,7,6,7,3,6,6,4,5,2,4,6,3,6,6,7,7,7,6,6,6,1,6,6,6,5,6,6,6,5,5,6,6,6,5,5,6,6,6,6,6,6,4,6,6,2,6,5,6,7,6,6,5,6,5,6,6,6,2,7,2,6,5,7,5,5,2,6,2,6,5,5,7,4,3,5,5,5,3,5,5,2,2,7,5,5,7,6,5,5,4,4,5,3,5,5,7,6,4,4,6,3,6,3,5,1,4,6,NA,10,"81334",3,3,6,4,NA,NA,NA,NA,NA,1,NA," ","Ute","Ute",NA,NA,1,1,7,1,1,1,1,2,1,NA,1,1," ",1,33.98930359,-118.0890045,-1,0,1
"531","R_1mgid1txQMqbHNP","Default Response Set","Anonymous",NA,NA,"24.118.185.91",0,"10/25/2019 7:57","10/25/2019 8:14",1,"Qual2790-0826NativeAmerican2","5db2ff19-8b1f-2837-3c0b-97592642ea21",NA,998,FALSE," "," "," "," "," ",NA,2,1," ","{Invalid Expression}",4,7,7,1,7,7,1,1,7,1,1,7,7,7,7,7,6,6,6,6,2,4,6,2,7,7,7,7,7,7,4,6,7,1,7,7,6,6,7,7,4,7,4,4,7,4,4,4,4,4,7,7,7,4,4,7,7,4,7,7,7,7,6,6,6,6,6,6,6,6,2,6,2,6,2,6,4,6,4,6,4,6,6,2,6,6,6,6,2,2,4,4,4,4,2,6,6,6,6,2,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,NA,16,"55306",3,4,1,4,NA,NA,NA,NA,NA,1,NA," ","Red Lake ojibwe","Ojibew",NA,NA,1,1,5,1,1,1,1,2,1,NA,2,2,"generally hate misrepresentation of Native Americans, as we don't get equal opportunities as people who aren't Native.",1,44.76010132,-93.27480316,-1,0,1
"573","R_2ZOVMcI72fNDqjA","Default Response Set","Anonymous",NA,NA,"100.7.99.132",0,"10/14/2019 19:05","10/14/2019 19:34",1,"Qual2790-0826NativeAmerican2","5da51b46-7121-c67d-1350-b709369673fc",NA,1694,TRUE," "," "," "," "," ",NA,NA,1," ","{Invalid Expression}",4,1,1,6,1,1,7,6,1,6,6,1,2,2,2,2,2,2,2,2,4,2,5,4,6,5,4,7,6,7,2,2,3,2,5,7,6,2,6,6,4,5,5,4,6,6,4,4,5,4,7,6,4,6,2,2,5,6,6,4,6,4,4,5,7,6,4,2,2,5,4,6,4,6,1,7,4,7,6,4,5,2,6,1,5,6,6,4,2,1,1,4,2,4,2,4,5,2,6,2,1,2,1,4,3,1,1,4,1,1,1,4,1,1,4,1,4,1,1,1,NA,31,"23112",3,3,1,4,NA,NA,1,NA,NA,1,NA," ","Cherokee NC","Cherokee",NA,NA,1,0,3,1,1,2,3,3,1,NA,3,3,"I believe that Native Americans should be recognized more for all they do away from the tribe. Their are many Native Americans that have done well for themselves and are not represented.",1,37.43099976,-77.65540314,-1,0,1
"378","R_3IT2Kb60aP1fr4Q","Default Response Set","Anonymous",NA,NA,"174.49.199.102",0,"9/21/2019 16:01","9/21/2019 16:14",1,"Qual2790-0826NativeAmerican2","5d869d5a-8246-349f-db3c-1195835a0dd7",NA,794,NA," "," "," "," "," ",NA,NA,1," ","{Invalid Expression}",4,1,1,3,3,7,6,4,7,3,3,1,1,4,3,7,7,7,7,1,2,7,1,5,2,2,2,6,5,7,6,4,5,2,7,5,7,7,7,7,3,4,5,4,7,7,7,1,7,1,5,7,7,7,2,5,6,7,7,5,6,6,6,4,7,4,5,6,6,7,7,7,1,7,1,7,1,7,7,1,6,1,6,4,3,7,6,5,6,1,4,1,4,2,6,2,3,2,5,1,5,4,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,NA,52,"17901",2,3,5,4,NA,NA,1,NA,NA,NA,NA," ","No tribe",NA,NA,NA,0,0,1,0,0,2,4,3,0,0,3,3," ",1,40.68400574,-76.21230316,-1,0,1
"977","R_3isgr6va2vuQmDx","Default Response Set","Anonymous",NA,NA,"168.16.176.95",0,"9/25/2019 13:34","9/25/2019 13:48",1,"Qual2790-0826NativeAmerican2","5d8bc129-d34a-ea59-4238-a65fd0837155",NA,872,NA," "," "," "," "," ",NA,NA,1," ","{Invalid Expression}",4,2,2,5,2,5,6,6,2,3,6,4,2,4,3,2,6,6,6,3,3,3,5,4,5,5,4,5,5,5,5,4,4,3,6,3,4,6,6,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,2,6,2,6,2,6,6,6,6,2,6,2,6,2,6,6,6,6,2,2,2,2,2,2,2,2,6,2,5,2,5,6,5,5,5,2,5,1,5,4,1,5,1,4,4,5,5,4,3,2,NA,24,"31206",5,2,1,4,NA,NA,NA,NA,NA,1,NA," ","Cherokee","Cherokee",NA,NA,0,0,4,1,1,2,2,2,0,0,2,3,"none",1,32.79139709,-83.67900085,-1,0,1
"339","R_2WZpnOeYL4d7d4q","Default Response Set","Anonymous",NA,NA,"173.235.114.66",0,"10/8/2019 14:22","10/8/2019 14:34",1,"Qual2790-0826NativeAmerican2"," ",NA,701,TRUE," "," "," ","251D9115-D3EF-4B1D-BEE0-9A366364FEE3"," ",NA,NA,1," ","{Invalid Expression}",4,7,7,1,7,7,1,1,7,1,1,7,7,7,7,7,6,6,2,7,5,7,7,1,1,1,1,7,1,7,1,1,1,2,6,5,6,5,6,6,1,1,1,1,5,1,1,1,7,4,7,1,1,6,4,6,6,5,4,4,6,6,4,7,7,7,7,6,7,7,2,7,6,5,1,7,1,7,6,5,6,2,6,1,7,6,5,7,1,1,1,1,1,1,1,5,4,4,4,1,6,7,1,7,7,1,7,1,7,1,1,7,7,7,7,7,7,7,7,2,NA,29,"39350",6,3,1,2,NA,NA,NA,NA,NA,1,NA," ","Mississippi Choctaw","",NA,NA,1,0,7,1,1,1,2,3,1,NA,1,2," ",1,32.75720215,-89.11540222,-1,0,1
"872","R_XIoQwwh0O94s5Y5","Default Response Set","Anonymous",NA,NA,"172.58.188.107",0,"10/15/2019 13:50","10/15/2019 13:59",1,"Qual2790-0826NativeAmerican2","5da62104-1a29-466a-aee5-902b1f9cf0f4",NA,513,TRUE," "," "," "," "," ",NA,NA,1," ","{Invalid Expression}",4,5,6,7,7,6,6,4,6,4,5,4,5,5,5,6,5,7,6,7,6,7,6,7,6,5,5,7,7,5,7,7,6,7,6,7,6,6,7,6,6,6,7,7,7,1,5,4,7,6,6,1,6,6,7,6,7,6,7,6,6,5,6,7,6,7,6,4,6,7,7,5,7,5,7,7,5,7,7,7,6,6,7,6,6,6,7,6,6,4,6,5,3,5,6,7,7,6,7,6,7,6,7,6,7,4,7,6,7,7,7,6,7,6,7,7,7,6,7,2,NA,11,"11367",5,2,1,1,NA,NA,NA,NA,NA,1,NA," ","Navajo","Navajo",NA,NA,1,1,5,1,1,1,2,1,1,NA,2,1,"No",1,39.08509827,-77.05899811,-1,0,1
"436","R_XTDARTvCi8tylUZ","Default Response Set","Anonymous",NA,NA,"107.178.38.28",0,"10/14/2019 17:17","10/14/2019 17:31",1,"Qual2790-0826NativeAmerican2","5da50204-7e1d-0a82-09ff-6915071b6f4a",NA,818,TRUE," "," "," "," "," ",NA,NA,1," ","{Invalid Expression}",4,4,2,4,2,2,7,7,1,7,6,2,3,1,3,6,4,6,6,6,4,6,7,2,4,1,7,2,3,4,2,5,2,3,3,3,3,3,3,3,1,1,4,4,4,4,2,2,7,2,7,5,5,4,3,2,5,2,4,3,2,5,3,6,6,6,4,5,6,5,3,6,3,5,2,6,2,6,5,4,5,5,5,5,5,5,5,5,4,3,5,5,4,3,5,6,6,6,6,6,6,6,3,4,4,4,3,4,2,2,3,5,2,5,2,5,3,2,4,2,NA,15,"94557",5,5,2,4,NA,NA,NA,NA,NA,1,NA," ","red owl skins",NA,NA,NA,0,1,4,1,0,1,3,1,1,NA,3,1," ",1,37.75100708,-97.8219986,-1,0,1
"875","R_2ATs3QHWUaUHhmG","Default Response Set","Anonymous",NA,NA,"172.58.12.200",0,"9/25/2019 14:30","9/25/2019 14:36",1,"Qual2790-0826NativeAmerican2","5d8bce2e-56ae-f49c-c5d4-0de0612da939",NA,378,NA," "," "," "," "," ",NA,NA,1," ","{Invalid Expression}",4,2,2,1,7,4,4,2,5,1,2,3,6,5,1,4,1,1,3,NA,2,3,3,4,4,6,5,5,2,7,7,5,4,5,1,6,5,3,5,5,1,6,7,2,3,3,3,3,5,2,2,3,6,4,7,6,5,3,3,2,2,4,2,1,3,2,4,3,2,4,NA,2,2,NA,6,5,NA,2,2,2,4,6,2,3,4,4,5,7,2,1,6,5,4,5,2,5,1,3,2,2,NA,3,7,1,2,3,3,5,1,3,7,4,3,4,5,7,2,7,4,3,NA,30,"33147",4,3,5,3,NA,1,1,1,NA,1,NA," ","Navajos","Navajo",NA,NA,1,1,5,0,1,2,3,2,1,NA,1,3,"No",1,25.81190491,-80.23179626,-1,0,1
"624","R_25ARCVLCV8C3uKj","Default Response Set","Anonymous",NA,NA,"68.50.54.120",0,"10/14/2019 19:58","10/14/2019 20:16",1,"Qual2790-0826NativeAmerican2","5da527bf-3943-a3f9-7386-7aaeaffd2e8c",NA,1079,TRUE," "," "," "," "," ",NA,NA,1," ","{Invalid Expression}",4,5,6,2,5,7,7,5,2,4,3,4,3,3,4,7,6,6,7,6,4,7,7,5,4,7,2,6,6,7,6,5,5,5,7,6,6,7,7,7,4,5,5,3,7,7,7,5,7,5,7,7,7,7,7,7,7,7,2,7,6,7,5,7,7,7,6,5,5,7,6,7,5,6,1,7,1,7,7,2,7,2,7,1,7,6,7,7,3,1,4,2,2,4,3,7,6,2,2,1,6,7,4,7,5,3,6,6,6,4,1,6,2,4,5,3,7,5,4,2,NA,7,"98168",3,3,2,3,NA,NA,NA,NA,NA,1,NA," ","Navajo","Navajo",NA,NA,1,1,5,1,1,1,2,1,1,NA,2,2,"I would appreciate more representation of native Americans.",1,39.23010254,-85.88549805,-1,0,1
"144","R_248edJeNNtRQVmC","Default Response Set","Anonymous",NA,NA,"47.217.101.247",0,"10/14/2019 21:58","10/14/2019 22:13",1,"Qual2790-0826NativeAmerican2"," ",NA,900,TRUE," "," "," "," ","77bebc2f-9f24-b1a0-5faf-8a95ecca52e1",NA,NA,1," ","{Invalid Expression}",4,1,2,4,2,3,5,4,2,5,5,2,2,2,2,2,3,6,6,1,2,2,2,2,2,2,2,4,5,4,5,4,4,4,5,2,5,5,5,5,2,2,2,2,4,2,2,2,2,2,4,2,2,2,4,4,6,6,6,6,5,6,6,6,7,4,4,2,3,4,4,5,4,5,1,7,2,7,6,5,5,2,5,5,2,6,4,4,4,2,7,5,5,6,2,2,3,2,4,7,2,2,1,1,1,1,4,1,1,1,1,1,1,1,1,1,2,1,2,2,NA,16,"74075",4,3,1,2,NA,NA,NA,NA,NA,1,NA," ","Cherokee","Cherokee",NA,NA,1,1,3,0,1,1,4,2,1,NA,2,2," ",1,36.10209656,-97.06359863,-1,0,1
"725","R_2cvgc5cSEVqX8lU","Default Response Set","Anonymous",NA,NA,"96.237.219.241",0,"10/14/2019 21:46","10/14/2019 22:12",1,"Qual2790-0826NativeAmerican2","5da54112-ce04-8ad8-b8d8-b3710bb00088",NA,1545,TRUE," "," "," "," "," ",NA,NA,1," ","{Invalid Expression}",4,7,7,1,7,7,7,7,7,1,1,7,7,7,7,7,5,6,7,3,3,3,6,3,5,7,6,6,7,7,5,6,7,2,2,5,2,7,3,6,7,6,5,7,7,7,7,7,7,1,7,7,7,6,2,7,6,7,7,7,6,7,7,5,7,5,7,7,7,7,1,7,2,7,1,7,1,7,1,7,2,6,7,1,6,7,7,7,1,1,1,3,1,2,1,5,7,3,7,1,7,7,5,5,5,6,4,5,6,5,5,5,6,4,6,6,7,5,7,1,NA,27,"2740",6,3,1,7,NA,NA,NA,NA,NA,1,NA," ","Chappaquiddick Tribe","Wampanoag",NA,NA,1,1,5,1,1,1,2,2,1,NA,2,2,"no",1,41.63389587,-70.94059753,-1,0,1
"355","R_OHCoXvEJp6RhPjP","Default Response Set","Anonymous",NA,NA,"67.80.59.107",0,"9/25/2019 13:12","9/25/2019 13:22",1,"Qual2790-0826NativeAmerican2","5d8bbb4e-6c1c-fcbe-1def-d11725a712b5",NA,602,NA," "," "," "," "," ",NA,NA,1," ","{Invalid Expression}",4,2,5,4,4,5,1,4,6,4,3,5,6,1,2,6,2,3,5,5,4,5,5,5,5,5,4,5,4,5,5,5,6,4,4,3,4,4,5,4,6,3,7,5,6,5,6,5,5,4,6,6,3,6,5,4,5,2,5,5,6,5,5,7,5,5,5,5,3,4,4,5,3,4,3,6,6,4,4,3,5,4,3,2,3,7,3,6,4,3,4,2,3,7,3,5,3,4,5,5,5,4,3,5,2,3,4,3,3,5,2,6,4,4,3,5,4,3,3,1,NA,16,"11221",5,3,1,7,NA,NA,NA,NA,NA,1,NA," ","na",NA,NA,NA,0,0,4,1,0,1,3,1,0,1,2,3," ",1,40.68769836,-73.92669678,-1,0,1
"443","R_1QrO3iMs3g0pXyv","Default Response Set","Anonymous",NA,NA,"70.126.128.16",0,"10/14/2019 18:48","10/14/2019 18:55",1,"Qual2790-0826NativeAmerican2","5da515f9-8c77-68f0-e06b-6b5c6daa936f",NA,425,TRUE," "," "," "," "," ",NA,NA,1," ","{Invalid Expression}",4,4,7,4,5,4,3,1,6,4,7,4,5,3,4,7,7,7,7,5,2,5,5,2,5,7,7,6,7,7,7,5,7,1,7,5,7,7,7,7,6,5,2,5,7,7,6,6,7,6,7,5,5,7,6,5,7,6,7,7,5,7,7,7,4,7,5,1,4,5,1,7,1,7,1,7,1,7,6,6,7,1,6,1,7,7,7,7,1,1,1,1,1,1,4,5,6,3,7,3,3,3,3,3,3,5,3,3,3,3,3,5,4,4,4,3,5,3,3,2,NA,14,"33592",3,5,1,4,NA,NA,NA,NA,NA,1,NA," ","seminole","Seminole",NA,NA,1,1,4,1,1,1,4,2,0,1,2,3," ",1,28.06170654,-82.30819702,-1,0,1
"1142","R_1JUTZc8LE4OY0Qt","Default Response Set","Anonymous",NA,NA,"76.94.174.196",0,"9/21/2019 12:37","9/21/2019 13:17",1,"Qual2790-0826NativeAmerican2","5d866dd1-2338-5805-5734-ad1ed4c29013",NA,2385,NA," "," "," "," "," ",NA,NA,1," ","{Invalid Expression}",4,2,2,6,2,6,6,6,2,6,6,2,2,2,2,4,6,6,5,3,2,3,3,5,3,5,3,6,6,5,6,4,5,2,6,5,6,6,5,6,5,4,4,5,6,4,4,5,5,2,6,4,5,5,4,3,6,4,6,5,5,6,6,3,4,3,5,6,6,5,6,6,3,4,1,7,1,7,4,3,5,3,5,3,2,5,4,5,2,2,2,4,6,6,3,2,2,2,2,2,2,2,1,2,3,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,NA,50,"93035",6,3,5,6,NA,NA,NA,NA,NA,1,NA," ","None",NA,NA,NA,0,0,1,0,0,2,2,3,0,0,2,3,"Thank you.",1,34.16490173,-119.1719971,-1,0,1
